Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2020,SC,1890,Blue Ridge Electric Coop Inc - (SC),DUK,AC,2.761,0.051,.,.,2.812,335,4,.,.,339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.831,0.000,.,.,7.831,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.761,0.051,0.000,0.000,2.812,335,4,0,0,339,7.831,0.000,0.000,0.000,7.831
2020,SC,2212,"Broad River Electric Coop, Inc",DUK,AC,1.895,0.093,.,.,1.988,249,2,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,032.796",50.967,.,.,"1,083.763",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.895,0.093,0.000,0.000,1.988,249,2,0,0,251,"1,032.796",50.967,0.000,0.000,"1,083.763"
2020,SC,3046,Duke Energy Progress - (NC),CPLE,AC,12.042,1.718,5.917,.,19.677,"1,528",37,12,.,"1,577",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,12.042,1.718,5.917,0.000,19.677,"1,528",37,12,0,"1,577",0.000,0.000,0.000,0.000,0.000
2020,SC,5416,"Duke Energy Carolinas, LLC",DUK,AC,66.020,14.930,10.449,.,91.399,"7,754",216,30,.,"8,000",.,.,.,.,0.000,.,.,0,.,0,.,.,.,.,0.000,.,.,.,.,0,"2,961.240",511.383,144.860,.,"3,617.483",0.000,0.001,0.000,.,0.001,0,1,0,.,1,.,.,.,.,0.000,0.011,.,.,.,0.011,1,.,.,.,1,.,.,.,.,0.000,66.031,14.931,10.449,0.000,91.411,"7,755",217,30,0,"8,002","2,961.240",511.383,144.860,0.000,"3,617.483"
2020,SC,5644,"Edisto Electric Coop, Inc",SC,AC,0.431,.,.,.,0.431,63,.,.,.,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.431,0.000,0.000,0.000,0.431,63,0,0,0,63,0.000,0.000,0.000,0.000,0.000
2020,SC,5929,"Fairfield Electric Coop, Inc",SC,AC,0.054,.,.,.,0.054,11,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.681,.,.,.,3.681,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.054,0.000,0.000,0.000,0.054,11,0,0,0,11,3.681,0.000,0.000,0.000,3.681
2020,SC,6709,Easley Combined Utility System,DUK,AC,0.289,0.070,.,.,0.359,48,4,.,.,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.289,0.070,0.000,0.000,0.359,48,4,0,0,52,0.000,0.000,0.000,0.000,0.000
2020,SC,6894,City of Gaffney - (SC),DUK,AC,0.060,0.011,.,.,0.071,4,1,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.750,0.002,.,.,10.752,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.060,0.011,0.000,0.000,0.071,4,1,0,0,5,10.750,0.002,0.000,0.000,10.752
2020,SC,7654,Greer Commission of Public Wks,DUK,AC,0.545,0.108,.,.,0.653,85,5,.,.,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257.036,51.022,.,.,308.058,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.545,0.108,0.000,0.000,0.653,85,5,0,0,90,257.036,51.022,0.000,0.000,308.058
2020,SC,8786,Horry Electric Coop Inc,SC,DC,2.435,0.519,.,.,2.954,313,3,.,.,316,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.039,.,.,.,0.039,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.435,0.519,0.000,0.000,2.954,313,3,0,0,316,0.039,0.000,0.000,0.000,0.039
2020,SC,10768,"Laurens Electric Coop, Inc",DUK,AC,1.649,0.082,.,.,1.731,248,8,.,.,256,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50.295,.,.,.,50.295,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.649,0.082,0.000,0.000,1.731,248,8,0,0,256,50.295,0.000,0.000,0.000,50.295
2020,SC,11355,"Lynches River Elec Coop, Inc",SC,AC,0.567,0.030,.,.,0.597,86,1,.,.,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.567,0.030,0.000,0.000,0.597,86,1,0,0,87,0.000,0.000,0.000,0.000,0.000
2020,SC,11693,"Marlboro Electric Coop, Inc",SC,AC,0.068,.,.,.,0.068,9,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.068,0.000,0.000,0.000,0.068,9,0,0,0,9,0.000,0.000,0.000,0.000,0.000
2020,SC,12462,Mid-Carolina Electric Coop Inc,SC,AC,1.293,0.043,.,.,1.336,188,3,.,.,191,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.030,.,.,.,0.030,1,.,.,.,1,48.785,.,.,.,48.785,1.323,0.043,0.000,0.000,1.366,189,3,0,0,192,48.785,0.000,0.000,0.000,48.785
2020,SC,13524,"Newberry Electric Coop, Inc",SC,AC,0.413,.,.,.,0.413,46,.,.,.,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.413,0.000,0.000,0.000,0.413,46,0,0,0,46,0.000,0.000,0.000,0.000,0.000
2020,SC,14164,City of Orangeburg - (SC),SCEG,AC,0.309,.,.,.,0.309,48,.,.,.,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163.000,.,.,.,163.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.309,0.000,0.000,0.000,0.309,48,0,0,0,48,163.000,0.000,0.000,0.000,163.000
2020,SC,14175,"Tri-County Electric Coop, Inc (SC)",SC,AC,0.782,.,.,.,0.782,95,.,.,.,95,.,.,.,.,0.000,.,.,.,.,0,0.240,.,.,.,0.240,55,.,.,.,55,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.022,0.000,0.000,0.000,1.022,150,0,0,0,150,0.000,0.000,0.000,0.000,0.000
2020,SC,14398,Palmetto Electric Coop Inc,SC,DC,1.074,0.157,.,.,1.231,125,7,.,.,132,.,.,.,.,0.000,.,.,.,.,0,0.240,.,.,.,0.240,89,.,.,.,89,411.080,.,.,.,411.080,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.314,0.157,0.000,0.000,1.471,214,7,0,0,221,411.080,0.000,0.000,0.000,411.080
2020,SC,14557,"Pee Dee Electric Coop, Inc",SC,AC,0.725,.,.,.,0.725,82,.,.,.,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29.725,.,.,.,29.725,0.002,.,.,.,0.002,1,.,.,.,1,0.005,.,.,.,0.005,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.727,0.000,0.000,0.000,0.727,83,0,0,0,83,29.730,0.000,0.000,0.000,29.730
2020,SC,16195,City of Rock Hill - (SC),DUK,AC,0.453,1.272,.,.,1.725,80,8,.,.,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.453,1.272,0.000,0.000,1.725,80,8,0,0,88,0.000,0.000,0.000,0.000,0.000
2020,SC,16606,"Santee Electric Coop, Inc",SC,AC,1.201,0.016,.,.,1.217,150,3,.,.,153,.,.,.,.,0.000,.,.,.,.,0,.,0.040,.,.,0.040,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.201,0.056,0.000,0.000,1.257,150,4,0,0,154,0.000,0.000,0.000,0.000,0.000
2020,SC,17539,"Dominion Energy South Carolina, Inc",SCEG,AC,80.771,9.083,2.056,.,91.910,"11,200",144,7,.,"11,351",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"48,379.244","3,230.578",969.720,.,"52,579.542",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,80.771,9.083,2.056,0.000,91.910,"11,200",144,7,0,"11,351","48,379.244","3,230.578",969.720,0.000,"52,579.542"
2020,SC,17543,South Carolina Public Service Authority,SC,AC,7.190,.,.,.,7.190,"1,054",.,.,.,"1,054",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,903.260",.,.,.,"3,903.260",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.190,0.000,0.000,0.000,7.190,"1,054",0,0,0,"1,054","3,903.260",0.000,0.000,0.000,"3,903.260"
2020,SC,21002,York Electric Coop Inc,DUK,AC,1.761,0.005,.,.,1.766,242,1,.,.,243,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,592.000",.,.,.,"2,592.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.761,0.005,0.000,0.000,1.766,242,1,0,0,243,"2,592.000",0.000,0.000,0.000,"2,592.000"
2020,SC,99999,Adjustment 2020,SC,,-0.612,-0.118,.,.,-0.730,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.042,.,.,.,-0.042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.654,-0.118,.,.,-0.772,.,.,.,.,.,.,.,.,.,.
2020,SD,1769,"Black Hills Electric Coop, Inc",SWPP,AC,0.286,0.000,0.000,0.000,0.286,38,0,0,0,38,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,141.893,0.000,0.000,0.000,141.893,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.889,0.000,0.000,0.000,0.889,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.288,0.000,0.000,0.000,0.288,39,0,0,0,39,142.782,0.000,0.000,0.000,142.782
2020,SD,14232,Otter Tail Power Co,MISO,AC,.,0.040,.,.,0.040,.,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28.721,.,.,28.721,0.003,0.112,.,.,0.115,1,3,.,.,4,0.000,80.239,.,.,80.239,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,0.152,0.000,0.000,0.155,1,5,0,0,6,0.000,108.960,0.000,0.000,108.960
2020,SD,17267,Sioux Valley SW Elec Coop,SWPP,DC,0.126,0.053,.,.,0.179,14,5,.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83.149,0.000,.,.,83.149,0.023,0.002,.,.,0.025,4,2,.,.,6,8.224,.,.,.,8.224,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,.,.,0.000,0.149,0.055,0.000,0.000,0.204,18,7,0,0,25,91.373,0.000,0.000,0.000,91.373
2020,SD,19293,Southeastern Electric Coop Inc - (SD),SWPP,AC,0.045,0.020,.,.,0.065,5,2,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.907,8.911,.,.,30.818,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.045,0.020,0.000,0.000,0.065,5,2,0,0,7,21.907,8.911,0.000,0.000,30.818
2020,SD,20401,West River Electric Assn Inc,SWPP,DC,0.121,0.150,.,.,0.271,18,1,.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78.116,14.250,.,.,92.366,0.035,0.010,.,.,0.045,11,1,.,.,12,9.113,5.208,.,.,14.321,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.156,0.160,0.000,0.000,0.316,29,2,0,0,31,87.229,19.458,0.000,0.000,106.687
2020,SD,99999,Adjustment 2020,SWPP,,-0.043,-0.035,.,.,-0.078,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.043,-0.035,.,.,-0.078,.,.,.,.,.,.,.,.,.,.
2020,TN,10331,Kingsport Power Co,PJM,AC,0.173,0.889,0.000,0.000,1.062,24,10,0,0,34,0.008,0.000,0.000,0.000,0.008,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,94.145,210.474,0.000,0.000,304.619,0.004,0.000,0.000,0.000,0.004,1,0,0,0,1,0.005,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.177,0.889,0.000,0.000,1.066,25,10,0,0,35,94.150,210.474,0.000,0.000,304.624
2020,TX,1015,Austin Energy,ERCO,AC,49.350,24.690,.,.,74.040,"9,604",530,.,.,"10,134",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,49.350,24.690,0.000,0.000,74.040,"9,604",530,0,0,"10,134",0.000,0.000,0.000,0.000,0.000
2020,TX,1169,Bailey County Elec Coop Assn,SWPP,AC,0.037,.,.,.,0.037,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22.994,.,.,.,22.994,0.005,.,.,.,0.005,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.042,0.000,0.000,0.000,0.042,5,0,0,0,5,22.994,0.000,0.000,0.000,22.994
2020,TX,1175,"Bandera Electric Coop, Inc",ERCO,AC,3.500,0.880,.,.,4.380,348,28,.,.,376,0.490,0.021,.,.,0.511,43,2,.,.,45,0.000,0.000,.,.,0.000,0,0,.,.,0,"5,339.000",0.000,.,.,"5,339.000",0.020,0.000,.,.,0.020,8,0,.,.,8,.,.,.,.,0.000,0.000,0.000,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.520,0.880,0.000,0.000,4.400,356,28,0,0,384,"5,339.000",0.000,0.000,0.000,"5,339.000"
2020,TX,1273,"Bartlett Electric Coop, Inc",ERCO,AC,1.998,0.116,.,.,2.114,224,13,.,.,237,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,110.406,31.932,.,.,142.338,0.020,.,.,.,0.020,6,.,.,.,6,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.018,0.116,0.000,0.000,2.134,230,13,0,0,243,110.406,31.932,0.000,0.000,142.338
2020,TX,1591,"Big Country Electric Coop, Inc",ERCO,AC,0.025,.,.,.,0.025,17,.,.,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,0,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,0,.,.,.,0,.,.,.,.,0.000,0.025,0.000,0.000,0.000,0.025,17,0,0,0,17,0.000,0.000,0.000,0.000,0.000
2020,TX,1892,"Bluebonnet Electric Coop, Inc",ERCO,AC,1.889,7.222,.,.,9.111,247,16,.,.,263,0.020,.,.,.,0.020,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.067,0.016,.,.,0.083,14,3,.,.,17,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.956,7.238,0.000,0.000,9.194,261,19,0,0,280,0.000,0.000,0.000,0.000,0.000
2020,TX,2049,"Bowie-Cass Electric Coop, Inc",SWPP,AC,0.200,0.148,.,.,0.348,25,4,.,.,29,0.015,.,.,.,0.015,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.200,0.148,0.000,0.000,0.348,25,4,0,0,29,0.000,0.000,0.000,0.000,0.000
2020,TX,2194,City of Brenham - (TX),ERCO,AC,0.005,.,.,.,0.005,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,0.000,0.000,0.000,0.005,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2020,TX,2409,Brownsville Public Utilities Board,ERCO,AC,2.500,0.181,.,.,2.681,260,4,.,.,264,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,335.956,0.001,.,.,335.957,.,0.100,.,.,0.100,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.500,0.281,0.000,0.000,2.781,260,5,0,0,265,335.956,0.001,0.000,0.000,335.957
2020,TX,2442,City of Bryan - (TX),ERCO,AC,1.980,0.305,.,.,2.285,234,14,.,.,248,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.980,0.305,0.000,0.000,2.285,234,14,0,0,248,0.000,0.000,0.000,0.000,0.000
2020,TX,3282,"Central Texas Elec Coop, Inc",ERCO,AC,3.085,0.160,0.087,.,3.332,315,13,10,.,338,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.044,.,.,.,0.044,11,.,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.129,0.160,0.087,0.000,3.376,326,13,10,0,349,0.000,0.000,0.000,0.000,0.000
2020,TX,3470,Cherokee County Elec Coop Assn,ERCO,AC,0.120,.,.,.,0.120,65,.,.,.,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.120,0.000,0.000,0.000,0.120,65,0,0,0,65,0.000,0.000,0.000,0.000,0.000
2020,TX,4146,Concho Valley Elec Coop Inc,ERCO,DC,0.475,.,.,.,0.475,46,.,.,.,46,.,.,.,.,0.000,.,.,.,.,0,0.990,.,.,.,0.990,16,.,.,.,16,300.614,.,.,.,300.614,0.011,.,.,.,0.011,6,.,.,.,6,0.601,.,.,.,0.601,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.476,0.000,0.000,0.000,1.476,68,0,0,0,68,301.215,0.000,0.000,0.000,301.215
2020,TX,4262,Cooke County Elec Coop Assn,ERCO,AC,0.314,0.024,.,.,0.338,35,1,.,.,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,203.715,17.838,.,.,221.553,0.032,0.750,.,.,0.782,11,1,.,.,12,7.150,557.440,.,.,564.590,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.346,0.774,0.000,0.000,1.120,46,2,0,0,48,210.865,575.278,0.000,0.000,786.143
2020,TX,4295,Comanche County Elec Coop Assn,ERCO,AC,0.399,.,.,.,0.399,40,.,.,.,40,0.035,.,.,.,0.035,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.399,0.000,0.000,0.000,0.399,40,0,0,0,40,0.000,0.000,0.000,0.000,0.000
2020,TX,4939,"Deaf Smith Electric Coop, Inc",SWPP,AC,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.172,.,.,.,0.172,7,.,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.175,0.000,0.000,0.000,0.175,8,0,0,0,8,0.000,0.000,0.000,0.000,0.000
2020,TX,4975,Deep East Texas Elec Coop Inc,MISO,AC,0.355,.,.,.,0.355,43,.,.,.,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.355,0.000,0.000,0.000,0.355,43,0,0,0,43,0.000,0.000,0.000,0.000,0.000
2020,TX,5063,City of Denton - (TX),ERCO,AC,3.574,0.249,1.408,.,5.231,529,21,4,.,554,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,322.207",112.684,183.200,.,"2,618.091",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.574,0.249,1.408,0.000,5.231,529,21,4,0,554,"2,322.207",112.684,183.200,0.000,"2,618.091"
2020,TX,5078,"Denton County Elec Coop, Inc",ERCO,AC,10.500,0.728,.,.,11.228,"1,434",18,.,.,"1,452",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"5,737.000",118.000,.,.,"5,855.000",0.076,0.004,.,.,0.080,26,4,.,.,30,18.288,0.014,.,.,18.302,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,10.576,0.732,0.000,0.000,11.308,"1,460",22,0,0,"1,482","5,755.288",118.014,0.000,0.000,"5,873.302"
2020,TX,5701,El Paso Electric Co,EPE,AC,63.685,3.015,0.000,0.000,66.700,"13,449",94,0,0,"13,543",0.276,0.004,0.000,0.000,0.280,34,1,0,0,35,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"8,311.832",213.678,0.000,0.000,"8,525.510",0.008,0.048,0.000,0.000,0.056,2,4,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,63.693,3.063,0.000,0.000,66.756,"13,451",98,0,0,"13,549","8,311.832",213.678,0.000,0.000,"8,525.510"
2020,TX,6182,"Farmers Electric Coop, Inc - (TX)",ERCO,AC,5.476,.,.,.,5.476,623,.,.,.,623,0.172,.,.,.,0.172,14,.,.,.,14,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.172,.,.,.,0.172,47,.,.,.,47,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.648,0.000,0.000,0.000,5.648,670,0,0,0,670,0.000,0.000,0.000,0.000,0.000
2020,TX,6183,"Fayette Electric Coop, Inc",ERCO,DC,0.561,0.046,.,.,0.607,55,2,.,.,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.561,0.046,0.000,0.000,0.607,55,2,0,0,57,0.000,0.000,0.000,0.000,0.000
2020,TX,6427,City of Floresville,ERCO,AC,1.476,0.367,.,.,1.843,138,14,.,.,152,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.476,0.367,0.000,0.000,1.843,138,14,0,0,152,0.000,0.000,0.000,0.000,0.000
2020,TX,7129,City of Georgetown - (TX),ERCO,AC,2.788,0.150,.,.,2.938,338,14,.,.,352,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.788,0.150,0.000,0.000,2.938,338,14,0,0,352,0.000,0.000,0.000,0.000,0.000
