Utility Characteristics,,,,,,Number of,,,,,Types of Program,,,,,,,,,,,,,,,,,,,
,,,,,,Customers Enrolled,,,,,Time of Use Pricing,,,,Real Time Pricing,,,,Variable Peak Pricing,,,,Critical Peak Pricing,,,,Critical Peak Rebate,,,
2022,19497,United Illuminating Co,,CT,ISNE,"71,872","8,551",441,1,"80,865",Y,Y,Y,Y,,,,,,,,,,,,,,,,
2022,19499,"United Power, Inc",,CO,WACM,"2,274",572,15,0,"2,861",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,19547,Hawaiian Electric Co Inc,,HI,HECO,"2,250",103,2,0,"2,355",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,19574,Upper Cumberland E M C,,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2022,19578,Upper Peninsula Power Company,,MI,MISO,.,.,1,.,1,,,Y,,,,Y,,,,,,,,Y,,,,,
2022,19667,Utilities Dist-Western IN REMC,,IN,MISO,2,0,0,0,2,Y,,,,,,,,,,,,,,,,,,,
2022,19728,"UNS Electric, Inc",,AZ,TEPC,"15,830",600,4,.,"16,434",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,19785,Verdigris Valley Elec Coop Inc,,OK,AECI,.,.,1,.,1,,,Y,,,,,,,,,,,,,,,,,
2022,19791,"Vermont Electric Cooperative, Inc",,VT,ISNE,29,49,4,0,82,Y,Y,,,,,Y,,,,,,,,,,,,,
2022,19798,City of Vernon,,CA,CISO,.,102,104,.,206,,Y,Y,,,,,,,,,,,,,,,,,
2022,19806,"Victoria Electric Coop, Inc",,TX,ERCO,0,0,15,0,15,,,,,,,,,,,,,,,,,,,Y,
2022,19813,Vernon Electric Coop,Y,WI,MISO,1,.,.,.,1,,,,,,,,,,,,,,,,,,,,
2022,19820,Victory Electric Coop Assn Inc,,KS,SWPP,.,5,.,.,5,,,,,,Y,,,,,,,,,,,,,,
2022,19876,Virginia Electric & Power Co,,NC,PJM,475,"1,114",28,0,"1,617",Y,Y,Y,,,,,,,Y,Y,,,Y,Y,,,,,
2022,19876,Virginia Electric & Power Co,,VA,PJM,"17,466","6,638",235,0,"24,339",Y,Y,Y,,,,,,,Y,Y,,,Y,Y,,,,,
2022,19898,Volunteer Electric Coop,,TN,TVA,0,1,12,0,13,,Y,Y,,,,,,,,,,,,,,,,,
2022,19951,City of Wadsworth - (OH),,OH,PJM,424,40,0,0,464,Y,Y,,,,,,,,,,,,,,,,,,
2022,19981,Wake Electric Membership Corp,,NC,CPLE,657,183,1,.,841,Y,Y,Y,,,,,,,,,,,Y,Y,,,,,
2022,20111,Warren County Rural E M C,Y,IN,MISO,30,10,0,0,40,,,,,,,,,,,,,,,,,,,,
2022,20130,Warren Rural Elec Coop Corp,,KY,TVA,0,3,21,0,24,,Y,Y,,,,Y,,,,,,,,,,,,,
2022,20146,Washington Elec Member Corp,,GA,SOCO,.,.,1,.,1,,,,,,,Y,,,,,,,,,,,,,
2022,20176,City of Water Valley - (MS),,MS,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2022,20182,Waterloo Light & Water Comm,,WI,MISO,2,37,0,0,39,Y,Y,,,,,,,,,,,,,,,,,,
2022,20211,Village of Waunakee - (WI),,WI,MISO,41,81,2,0,124,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,20213,Waupun Utilities,,WI,MISO,127,171,2,0,300,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,20214,Waverly Municipal Elec Utility,Y,IA,MISO,.,7,.,.,7,,,,,,,,,,,,,,,,,,,,
2022,20216,Whitewater Valley Rural EMC,,IN,MISO,45,0,6,0,51,Y,,Y,,,,,,,,,,,,,,,,,
2022,20222,Wayne-White Counties Elec Coop,,IL,MISO,5,0,0,0,5,Y,,,,,,,,,,,,,,,,,,,
2022,20228,Weakley County Mun Elec Sys,,TN,TVA,0,2,2,0,4,,Y,Y,,,,,,,,,,,,,,,,,
2022,20310,Town of Wellesley - (MA),,MA,ISNE,.,.,5,.,5,,,Y,,,,,,,,,,,,,,,,,
2022,20371,"West Florida El Coop Assn, Inc",,FL,SOCO,1,17,.,.,18,Y,Y,,,,,,,,,,,,,,,,,,
2022,20377,West Kentucky Rural E C C,,KY,TVA,0,4,3,0,7,,Y,Y,,,,,,,,,,,,,,,,,
2022,20387,West Penn Power Company,,PA,PJM,5,0,269,0,274,Y,,,,,,Y,,,,,,,,,,,,,
2022,20394,City of West Point - (MS),,MS,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2022,20401,West River Electric Assn Inc,,SD,SWPP,21,9,.,.,30,Y,Y,,,,,,,,,,,,Y,,,,,,
2022,20422,Whetstone Valley Elec Coop Inc,Y,SD,SWPP,"1,674",37,42,.,"1,753",,,,,,,,,,,,,,,,,,,,
2022,20434,City of Westby,,WI,MISO,0,8,0,0,8,,Y,,,,,,,,,,,,,,,,,,
2022,20477,City of Westerville - (OH),,OH,PJM,45,.,.,.,45,Y,,,,,,,,,,,,,,,,,,,
2022,20506,"Wheatland Rural Elec Assn, Inc",Y,WY,WACM,103,12,19,.,134,,,,,,,,,,,,,,,,,,,,
2022,20509,Wheat Belt Public Power Dist,Y,NE,WACM,.,.,7,.,7,,,,,,,,,,,,,,,,,,,,
2022,20510,"Wheatland Electric Coop, Inc",,KS,SWPP,0,14,"1,242",0,"1,256",,Y,Y,,,,,,,,,,,,,,,,,
2022,20521,Wheeling Power Co,,WV,PJM,"2,300",20,2,.,"2,322",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,20583,Whitehall Electric Utility,,WI,MISO,2,16,1,0,19,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,20824,Village of Winnetka - (IL),Y,IL,PJM,.,1,.,.,1,,,,,,,,,,,,,,,,,,,,
2022,20844,Wisconsin Dells Electric Util,Y,WI,MISO,.,12,.,.,12,,,,,,,,,,,,,,,,,,,,
2022,20847,Wisconsin Electric Power Co,,WI,MISO,"15,224","21,903",616,.,"37,743",Y,Y,Y,,,,Y,,,,,,,,,,,,,
2022,20856,Wisconsin Power & Light Co,,WI,MISO,"4,214","6,949","1,004",.,"12,167",Y,Y,Y,Y,,,,,,,,,,,,,,,,
2022,20860,Wisconsin Public Service Corp,,WI,MISO,"10,151","8,681",196,0,"19,028",Y,Y,Y,,,,Y,,,,,,Y,Y,Y,,,,,
2022,20862,Wisconsin Rapids W W & L Comm,,WI,MISO,92,268,6,.,366,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2022,20924,Wonewoc Electric & Water Util,Y,WI,MISO,23,.,.,.,23,,,,,,,,,,,,,,,,,,,,
2022,20996,Wright-Hennepin Coop Elec Assn,,MN,MISO,246,0,0,0,246,Y,,,,,,,,,,,,,,,,,,,
2022,21244,"Southside Electric Coop, Inc",,VA,PJM,3,.,11,.,14,Y,,,,,,,,,,,,,,,,,,Y,
2022,21526,City of Laurens - (SC),Y,SC,DUK,.,19,.,.,19,,,,,,,,,,,,,,,,,,,,
2022,21538,"Mohave Electric Cooperative, Inc.",,AZ,WALC,1,6,2,0,9,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,21567,"Washington-St Tammany E C, Inc",,LA,MISO,.,1,.,.,1,,Y,,,,,,,,,,,,,,,,,,
2022,22053,Kentucky Power Co,,KY,PJM,298,715,8,.,"1,021",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,22500,"Evergy Kansas Central, Inc",,KS,SWPP,393,91,2,.,486,Y,Y,Y,,,,,,,,,,,,,,,Y,Y,
2022,22815,Delta Electric Power Assn,,MS,MISO,.,61,5,.,66,,Y,Y,,,,,,,,,,,,,,,,,
2022,22822,Clark County Rural E M C - (IN),,IN,MISO,362,.,.,.,362,Y,,,,,,,,,,,,,,,,,,,
2022,23326,"Sierra Electric Coop, Inc",Y,NM,PNM,243,117,.,.,360,,,,,,,,,,,,,,,,,,,,
2022,23826,Bluestem Electric Coop Inc,Y,KS,SWPP,22,12,.,.,34,,,,,,,,,,,,,,,,,,,,
2022,24211,Tucson Electric Power Co,,AZ,TEPC,"46,115","2,374",18,.,"48,507",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,24590,Unitil Energy Systems,,NH,ISNE,41,2,.,.,43,Y,Y,,,,,,,,,,,,,,,,,,
2022,24889,Brunswick Electric Member Corp,,NC,CPLE,89,2,0,0,91,Y,Y,,,,,,,,,,,,,,,,,,
2022,24949,Cass County Elec Coop Inc,,ND,MISO,29,405,451,.,885,Y,,,,,,,,,,,,Y,Y,Y,Y,,,,
2022,25177,Dakota Electric Association,,MN,MISO,18,6,0,0,24,Y,Y,,,,,,,,,,,,,,,,,,
2022,25295,Western Indiana Energy REMC,,IN,MISO,.,361,.,.,361,,Y,,,,,,,,,,,,,,,,,,
2022,26510,Liberty Utilities (Granite State Electri,,NH,ISNE,524,.,150,.,674,Y,,Y,,,,,,,,,,Y,,,,,,,
2022,26765,Pella Cooperative Elec Assn,Y,IA,MISO,.,.,3,.,3,,,,,,,,,,,,,,,,,,,,
2022,27058,"High West Energy, Inc",,CO,WACM,10,1,4,0,15,Y,Y,Y,,,,,,,,,,,,Y,,,,,
2022,27058,"High West Energy, Inc",,NE,WACM,50,3,112,0,165,Y,Y,Y,,,,,,,,,,,,Y,,,,,
2022,27058,"High West Energy, Inc",,WY,WACM,134,3,9,0,146,Y,Y,Y,,,,,,,,,,,,Y,,,,,
2022,27222,City of Ripley - (TN),,TN,TVA,0,1,3,0,4,,Y,Y,,,,,,,,,,,,,,,,,
2022,30518,Electrical Dist No3 Pinal County,,AZ,AZPS,"1,128",.,.,.,"1,128",Y,,,,,,,,,,,,,,,,,,,
2022,31833,Okefenoke Rural El Member Corp,,GA,SOCO,0,15,1,0,16,,Y,,,,,,,,,,,,,Y,,,,,
2022,40036,Westfield Electric Company,,WI,MISO,2,6,.,.,8,Y,Y,,,,,,,,,,,,,,,,,,
2022,40166,"Chickasaw Electric Coop, Inc",,TN,TVA,0,59,2,0,61,,Y,Y,,,,,,,,,,,,,,,,,
2022,40208,"Ark Valley Elec Coop Assn, Inc",Y,KS,SWPP,.,198,.,.,198,,,,,,,,,,,,,,,,,,,,
2022,40228,Rappahannock Electric Coop,,VA,PJM,51,.,.,.,51,Y,,,,,,,,,,,,,,,,Y,,,
2022,40236,"Forked Deer Electric Coop, Inc",,TN,TVA,0,1,0,0,1,,Y,,,,,,,,,,,,,,,,,,
2022,40291,"Sullivan County R E C, Inc - (PA)",Y,PA,PJM,56,.,.,.,56,,,,,,,,,,,,,,,,,,,,
2022,40302,North East Mississippi EPA,,MS,TVA,0,1,2,0,3,,Y,Y,,,,,,,,,,,,,,,,,
2022,40441,Town of Murphy - (NC),,NC,TVA,0,1,2,0,3,,Y,Y,,,,,,,,,,,,,,,,,
2022,49922,U.S. Energy Partners LLC,,NY,NYIS,.,38,.,.,38,,Y,,,,,,,,,,,,,,,,,,
2022,50046,"Texas Retail Energy, LLC",,CT,ISNE,.,49,.,.,49,,,,,,Y,,,,,,,,,,,,,,
2022,50046,"Texas Retail Energy, LLC",,IL,PJM,.,111,.,.,111,,,,,,Y,,,,,,,,,,,,,,
2022,50046,"Texas Retail Energy, LLC",,IL,MISO,.,79,.,.,79,,,,,,Y,,,,,,,,,,,,,,
2022,50046,"Texas Retail Energy, LLC",,MA,ISNE,.,47,.,.,47,,,,,,Y,,,,,,,,,,,,,,
2022,50046,"Texas Retail Energy, LLC",,MD,PJM,.,73,.,.,73,,,,,,Y,,,,,,,,,,,,,,
2022,50046,"Texas Retail Energy, LLC",,ME,ISNE,.,31,.,.,31,,,,,,Y,,,,,,,,,,,,,,
2022,50046,"Texas Retail Energy, LLC",,NH,ISNE,.,45,.,.,45,,,,,,Y,,,,,,,,,,,,,,
2022,50046,"Texas Retail Energy, LLC",,NJ,PJM,.,86,.,.,86,,,,,,Y,,,,,,,,,,,,,,
2022,50046,"Texas Retail Energy, LLC",,NY,NYIS,.,132,.,.,132,,,,,,Y,,,,,,,,,,,,,,
2022,50046,"Texas Retail Energy, LLC",,OH,PJM,.,209,.,.,209,,,,,,Y,,,,,,,,,,,,,,
2022,50046,"Texas Retail Energy, LLC",,PA,PJM,.,217,.,.,217,,,,,,Y,,,,,,,,,,,,,,
2022,50046,"Texas Retail Energy, LLC",,TX,ERCO,.,579,.,.,579,,,,,,Y,,,,,,,,,,,,,,
2022,50046,"Texas Retail Energy, LLC",,VA,PJM,.,107,.,.,107,,,,,,Y,,,,,,,,,,,,,,
2022,54913,NSTAR Electric Company,,MA,ISNE,.,"9,335",400,.,"9,735",,Y,Y,,,,,,,,,,,,,,,,,
2022,55787,City of Moreno Valley - (CA),,CA,CISO,957,32,4,0,993,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,55937,Entergy Texas Inc.,,TX,MISO,35,3,11,.,49,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,55962,City of Victorville - (CA),Y,CA,CISO,.,.,73,.,73,,,,,,,,,,,,,,,,,,,,
2022,55982,Heart of Texas Electric Coop,,TX,ERCO,.,.,1,.,1,,,Y,,,,,,,,,,,,,,,,,
2022,56212,"Ambit Energy Holdings, LLC",,TX,ERCO,"8,049",.,.,.,"8,049",Y,,,,,,,,,,,,,,,,,,,
2022,56224,Rancho Cucamonga Municipal Utility,Y,CA,CISO,.,25,1,.,26,,,,,,,,,,,,,,,,,,,,
2022,56379,"MC Squared Energy Services, LLC",,IL,PJM,0,"1,259",29,.,"1,288",Y,Y,Y,Y,,,,,,,,,,,,,,,,
2022,56692,Marin Clean Energy,,CA,CISO,"338,531","53,397",0,0,"391,928",Y,Y,,,,,,,,,,,,,,,,,,
2022,56697,Ameren Illinois Company,,IL,MISO,"152,699","1,236",54,0,"153,989",,,,,Y,Y,Y,,,,,,,,,,Y,,,
2022,57483,Liberty Utilities,,CA,CISO,240,94,.,.,334,Y,Y,,,,,,,,,,,,,,,,,,
2022,58124,City of Winter Park - (FL),,FL,FPC,.,24,.,.,24,,Y,,,,,,,,,,,,,,,,,,
2022,58248,"EnergyMark, LLC",,NY,NYIS,"3,702","3,354",158,0,"7,214",,,Y,,Y,Y,Y,,,,,,,,,,,,,
2022,58457,"EDF Industrial Power Services (CA), LLC",,CA,CISO,.,26,7,.,33,,,,,,Y,Y,,,,,,,,,,,,,
2022,58851,City of Cerritos - (CA),,CA,CISO,0,275,10,0,285,,Y,Y,,,,,,,,,,,,,,,,,
2022,59126,Sonoma Clean Power Authority,,CA,CISO,"119,194","23,710","2,728",0,"145,632",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,59385,"Dynegy Energy Services, LLC",,IL,PJM,.,48,.,.,48,,,,,,Y,,,,,,,,,,,,,,
2022,59505,Heartland REMC,,IN,PJM,.,.,2,.,2,,,Y,,,,,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,CT,ISNE,0,24,7,0,31,,,,,,Y,Y,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,DE,PJM,0,0,4,0,4,,,,,,,Y,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,IL,PJM,0,20,13,0,33,,,,,,Y,Y,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,MA,ISNE,0,49,16,0,65,,,,,,Y,Y,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,MD,PJM,0,8,2,0,10,,,,,,Y,Y,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,ME,ISNE,0,3,4,0,7,,,,,,Y,Y,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,NH,ISNE,0,23,4,0,27,,,,,,Y,Y,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,NJ,PJM,0,19,6,0,25,,,,,,Y,Y,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,NY,NYIS,0,33,1,0,34,,,,,,Y,Y,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,OH,PJM,0,15,16,0,31,,,,,,Y,Y,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,PA,PJM,0,13,13,0,26,,,,,,Y,Y,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,RI,ISNE,0,7,2,0,9,,,,,,Y,Y,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,TX,ERCO,0,64,56,0,120,,,,,,Y,Y,,,,,,,,,,,,,
2022,59619,"EDF Energy Services, LLC",,VA,PJM,0,6,2,0,8,,,,,,Y,Y,,,,,,,,,,,,,
2022,59793,"First Point Power, LLC",,CT,ISNE,0,11,2,0,13,,,,,,Y,Y,,,,,,,,,,,,,
2022,59793,"First Point Power, LLC",,MA,ISNE,0,17,7,0,24,,,,,,Y,Y,,,,,,,,,,,,,
2022,59793,"First Point Power, LLC",,ME,ISNE,1,10,1,0,12,,,,,Y,Y,Y,,,,,,,,,,,,,
2022,59793,"First Point Power, LLC",,NH,ISNE,4,63,6,0,73,,,,,Y,Y,Y,,,,,,,,,,,,,
2022,59793,"First Point Power, LLC",,RI,ISNE,1,7,2,0,10,,,,,Y,Y,Y,,,,,,,,,,,,,
2022,59808,MP2 Energy LLC,,IL,PJM,0,"3,200",72,0,"3,272",,,,,,Y,Y,,,,,,,,,,,,,
2022,59808,MP2 Energy LLC,,NJ,PJM,0,"1,768",36,0,"1,804",,,,,,Y,Y,,,,,,,,,,,,,
2022,59808,MP2 Energy LLC,,OH,PJM,0,"3,076",138,0,"3,214",,,,,,Y,Y,,,,,,,,,,,,,
2022,59808,MP2 Energy LLC,,PA,PJM,0,"2,923",161,0,"3,084",,,,,,Y,Y,,,,,,,,,,,,,
2022,59808,MP2 Energy LLC,,TX,ERCO,"24,200","6,548",711,0,"31,459",,,,,Y,Y,Y,,,,,,,,,,,,,
2022,59808,MP2 Energy LLC,,VA,PJM,0,39,5,0,44,,,,,,Y,Y,,,,,,,,,,,,,
2022,59931,"MidAmerican Energy Services, LLC",,DC,PJM,.,6,.,.,6,,,,,,Y,,,,,,,,,,,,,,
2022,59931,"MidAmerican Energy Services, LLC",,DE,PJM,.,36,.,.,36,,,,,,Y,,,,,,,,,,,,,,
2022,59931,"MidAmerican Energy Services, LLC",,IL,PJM,.,218,9,.,227,,,,,,Y,Y,,,,,,,,,,,,,
2022,59931,"MidAmerican Energy Services, LLC",,IL,MISO,.,600,38,.,638,,,,,,Y,Y,,,,,,,,,,,,,
2022,59931,"MidAmerican Energy Services, LLC",,MD,PJM,18,181,4,.,203,,,,,Y,Y,Y,,,,,,,,,,,,,
2022,59931,"MidAmerican Energy Services, LLC",,NJ,PJM,.,78,9,.,87,,,,,,Y,Y,,,,,,,,,,,,,
2022,59931,"MidAmerican Energy Services, LLC",,NY,NYIS,1,42,2,.,45,,,,,Y,Y,Y,,,,,,,,,,,,,
2022,59931,"MidAmerican Energy Services, LLC",,OH,PJM,.,256,3,.,259,,,,,,Y,Y,,,,,,,,,,,,,
2022,59931,"MidAmerican Energy Services, LLC",,PA,PJM,5,256,2,.,263,,,,,Y,Y,Y,,,,,,,,,,,,,
2022,59931,"MidAmerican Energy Services, LLC",,TX,ERCO,.,128,2,.,130,,,,,,Y,Y,,,,,,,,,,,,,
2022,60181,CleanPowerSF,,CA,CISO,"241,627","30,330",31,.,"271,988",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,60202,Electranet Power LLC,,TX,ERCO,.,.,29,.,29,,,Y,,,,Y,,,,Y,,,,Y,,,,Y,
2022,60502,Port of Stockton - (CA),Y,CA,CISO,.,10,.,.,10,,,,,,,,,,,,,,,,,,,,
2022,60631,Upper Michigan Energy Resources Corp.,,MI,MISO,489,141,55,0,685,Y,Y,Y,,,,,,,,,,,,,,,,,
2022,60715,Port of Oakland,Y,CA,CISO,.,.,10,.,10,,,,,,,,,,,,,,,,,,,,
2022,60839,Southern Pioneer Electric Company,,KS,SWPP,0,0,1,0,1,,,,,,,Y,,,,,,,,,,,,,
2022,60868,Redwood Coast Energy Authority,,CA,CISO,"36,468","7,017","1,720",0,"45,205",Y,Y,Y,,,,,,,,,,,,,,,,,
2022,61131,Freepoint Energy Solutions LLC,,DC,PJM,0,13,0,0,13,,,,,,Y,,,,,,,,,,,,,,
2022,61131,Freepoint Energy Solutions LLC,,DE,PJM,0,11,0,0,11,,,,,,Y,,,,,,,,,,,,,,
2022,61131,Freepoint Energy Solutions LLC,,IL,PJM,0,169,0,0,169,,,,,,Y,,,,,,,,,,,,,,
2022,61131,Freepoint Energy Solutions LLC,,MD,PJM,0,46,0,0,46,,,,,,Y,,,,,,,,,,,,,,
2022,61131,Freepoint Energy Solutions LLC,,NJ,PJM,0,52,0,0,52,,,,,,Y,,,,,,,,,,,,,,
2022,61131,Freepoint Energy Solutions LLC,,OH,PJM,0,410,0,0,410,,,,,,Y,,,,,,,,,,,,,,
2022,61131,Freepoint Energy Solutions LLC,,PA,PJM,0,161,0,0,161,,,,,,Y,,,,,,,,,,,,,,
2022,61131,Freepoint Energy Solutions LLC,,TX,ERCO,0,94,0,0,94,,,,,,Y,,,,,,,,,,,,,,
2022,61432,Central Coast Community Energy,,CA,CISO,"265,929","52,389","7,217",.,"325,535",Y,Y,Y,Y,,,,,,,,,,,,,,,,
2022,61475,East Bay Community Energy,,CA,CISO,"461,700","51,269","6,151",0,"519,120",Y,Y,Y,Y,,,,,,,,,,,,,,,,
2022,61858,San Jose Clean Energy,,CA,CISO,"219,229","25,517",40,1,"244,787",Y,Y,Y,Y,,,,,,,,,,,,,,,,
2022,62107,City of Industry,Y,CA,CISO,0,73,0,0,73,,,,,,,,,,,,,,,,,,,,
2022,63364,"Mirabito Power & Gas, LLC",,NY,NYIS,21,55,11,0,87,,,,,Y,Y,Y,,,,,,,,,,,,,
2022,63489,"Tenaska Power Management, LLC",,IL,MISO,.,2,.,.,2,,,,,,Y,,,,,,,,,,,,,,
2022,64682,"Gexa Energy, LP",,TX,ERCO,"1,174",.,.,.,"1,174",Y,,,,Y,,,,,,,,,,,,,,,
2022,88888,Withheld,,TX,ERCO,.,.,12,.,12,,,,,,,Y,,,,,,,,,,,,,
2022,88888,Withheld,,TX,ERCO,.,.,2,.,2,,,,,,,,,,,Y,,,,,,,,,
2022,88888,Withheld,,TX,ERCO,.,.,11,.,11,,,,,,,Y,,,,,,,,,,,,,
